id,dur,proto,sbytes,dbytes,label
23703,0.639757,tcp,37178,3380,0
23704,0.024722,tcp,3614,49590,0
23705,0.00105,udp,130,162,0
23706,0.048914,tcp,4862,80646,0
23707,0.001096,udp,146,178,0
23708,0.049118,tcp,8928,424,0
23709,0.016669,tcp,2542,21006,0
23710,0.000001,udp,264,0,0
23711,0.515967,tcp,37178,3172,0
23712,0.75711,tcp,2158,2478,0
23713,0.00601,tcp,3624,5578,0
23714,0.004857,udp,568,312,0
23715,0.100831,tcp,3614,49590,0
23716,0.004652,udp,568,320,0
23717,0.049168,tcp,2054,2478,0
23718,0.002419,udp,146,178,0
23719,0.448875,tcp,5928,8010,0
23720,0.378841,tcp,5072,3080,0
23721,0.560385,tcp,3728,5474,0
23722,0.258873,tcp,3728,5474,0
23723,0.000982,udp,130,162,0
23724,0.001102,udp,130,162,0
23725,0.001026,udp,146,178,0
23726,1.005704,tcp,1580,10168,0
23727,0.34649,tcp,4400,3080,0
23728,0.004891,tcp,4552,2456,0
23729,0.003005,tcp,320,1854,0
23730,1.247574,tcp,2934,3742,0
23731,1.08806,tcp,1580,10168,0
23732,0.243836,tcp,3728,5474,0
23733,0.003343,udp,146,178,0
23734,0.011884,tcp,2438,20194,0
23735,0.069925,tcp,2974,33882,0
23736,0.152186,udp,568,304,0
23737,0.008495,tcp,3728,5474,0
23738,0.04733,tcp,8928,320,0
23739,0.025996,tcp,2854,31360,0
23740,0.371887,tcp,5928,8010,0
23741,0.0018,udp,528,304,0
23742,0.005233,tcp,3880,2456,0
23743,0.001795,udp,528,304,0
23744,0.000998,udp,146,178,0
23745,0.000998,udp,130,162,0
23746,0.001094,udp,130,162,0
23747,0.223372,tcp,8928,320,0
23748,1.769962,tcp,13142,548216,0
23749,0.704381,tcp,3210,27552,0
23750,0.016869,tcp,2974,33882,0
23751,0.046543,tcp,320,1946,0
23752,0.004642,tcp,424,8824,0
23753,0.884785,tcp,37262,3276,0
23754,0.037,tcp,2854,31360,0
23755,0.039962,tcp,2750,27602,0
23756,0.07081,tcp,2974,33882,0
23757,0.047728,tcp,528,8824,0
23758,0.016951,tcp,2854,31458,0
23759,0.271929,tcp,4296,2872,0
23760,0.001032,udp,146,178,0
23761,0.020761,tcp,2750,27602,0
23762,1.029255,tcp,1580,10168,0
23763,0.001003,udp,146,178,0
23764,0.001083,udp,146,178,0
23765,0.001192,udp,146,178,0
23766,0.032591,tcp,7814,15690,0
23767,0.001767,udp,536,304,0
23768,1.069875,tcp,1580,10168,0
23769,0.032916,tcp,3614,49590,0
23770,1.521784,tcp,7814,15690,0
23771,0.00109,udp,146,178,0
23772,1.778933,tcp,37178,3276,0
23773,0.019775,tcp,2974,33882,0
23774,0.001773,udp,528,304,0
23775,0.033645,tcp,37262,3380,0
23776,0.847558,tcp,2934,3742,0
23777,1.101982,tcp,1580,10168,0
23778,0.704997,tcp,37264,3172,0
23779,0.806838,tcp,7820,15676,0
23780,0.002262,udp,130,162,0
23781,0.059249,tcp,2558,23532,0
23782,0.384515,tcp,4560,3080,0
23783,0.002268,udp,536,304,0
23784,0.104038,tcp,2048,2410,0
23785,0.020036,tcp,2230,14994,0
23786,0.016996,tcp,2230,14994,0
23787,1.029005,tcp,24656,29348,0
23788,0.005307,udp,568,320,0
23789,0.016912,tcp,2974,33374,0
23790,1.005822,tcp,1580,10168,0
23791,0.000981,udp,132,164,0
23792,0.001008,udp,130,162,0
23793,0.087407,udp,568,320,0
23794,0.177135,tcp,2152,2410,0
23795,0.091019,tcp,4238,65288,0
23796,0.041885,tcp,2974,33882,0
23797,0.009824,tcp,2334,16920,0
23798,0.001033,udp,130,162,0
23799,4.306981,tcp,2934,3742,0
23800,0.103469,tcp,4966,80646,0
23801,0.030671,tcp,2854,31458,0
23802,0.001008,udp,130,162,0
23803,0.052875,tcp,2558,23532,0
23804,0.005303,tcp,4040,2456,0
23805,1.081885,tcp,1684,10168,0
23806,0.104613,tcp,8928,424,0
23807,1.091092,tcp,1580,10168,0
23808,2.134816,tcp,24136,29660,0
23809,2.388817,tcp,19202,1087890,0
23810,0.086042,tcp,4238,65392,0
23811,0.393284,tcp,320,1916,0
23812,0.001093,udp,146,178,0
23813,0.024972,tcp,2438,20090,0
23814,0.02194,tcp,37274,3380,0
23815,1.040028,tcp,1580,10168,0
23816,0.016329,tcp,1920,4416,0
23817,0.005084,tcp,8928,320,0
23818,0.0512,tcp,2558,23532,0
23819,0.001014,udp,146,178,0
23820,0.008323,tcp,1920,4312,0
23821,0.000618,tcp,216,112,0
23822,0.001302,udp,146,178,0
23823,0.031985,tcp,2750,31458,0
23824,1.158623,tcp,17538,1087890,0
23825,1.126874,tcp,1580,10168,0
23826,0.104347,tcp,4862,80646,0
23827,1.409908,tcp,2934,3742,0
23828,0.040546,tcp,3390,41676,0
23829,1.012951,tcp,1684,10168,0
23830,1.010893,tcp,1684,10168,0
23831,0.000881,udp,130,162,0
23832,0.032966,tcp,4550,67380,0
23833,0.035375,tcp,2974,33882,0
23834,0.052951,tcp,2974,33882,0
23835,0.632822,tcp,7810,16572,0
23836,0.094441,tcp,4550,67380,0
23837,0.210582,tcp,2048,2410,0
23838,0.001073,udp,146,178,0
23839,0.049224,tcp,2506,18854,0
23840,0.164016,tcp,2974,33374,0
23841,0.003051,tcp,320,1894,0
23842,0.03891,tcp,7812,15762,0
23843,1.005711,tcp,1580,10168,0
23844,0.134688,tcp,8928,424,0
23845,0.021673,tcp,2438,20194,0
23846,0.038938,tcp,2974,33882,0
23847,0.161878,tcp,2334,16920,0
23848,0.041638,tcp,37274,3380,0
23849,10.926908,tcp,25368,1094788,0
23850,0.009169,tcp,3728,5578,0
23851,0.001292,udp,146,178,0
23852,0.001051,udp,146,178,0
23853,0.290658,tcp,8928,320,0
23854,0.00396,tcp,1052,824,0
23855,0.005449,tcp,424,8824,0
23856,0.001734,udp,528,304,0
23857,0.717753,tcp,424,8824,0
23858,0.027397,tcp,2934,3742,0
23859,0.019422,tcp,1540,1644,0
23860,0.802836,tcp,7812,15762,0
23861,0.071387,tcp,4238,65288,0
23862,0.001651,udp,536,304,0
23863,0.314304,tcp,424,8824,0
23864,0.099062,udp,536,304,0
23865,0.000002,udp,264,0,0
23866,0.224586,tcp,424,8824,0
23867,0.019206,tcp,1540,1644,0
23868,0.260169,tcp,4864,2768,0
23869,0.000002,udp,264,0,0
23870,0.041099,tcp,2854,31458,0
23871,0.014044,tcp,1540,1644,0
23872,0.00113,udp,130,162,0
23873,0.0079,tcp,2024,4312,0
23874,0.124001,tcp,4862,80542,0
23875,0.002371,udp,146,178,0
23876,0.026641,tcp,2438,20194,0
23877,0.000005,udp,264,0,0
23878,0.227407,tcp,8928,320,0
23879,0.025471,tcp,37172,3380,0
23880,3.516972,tcp,26456,49682,0
23881,0.000005,udp,264,0,0
23882,0.224121,tcp,2048,2410,0
23883,0.000005,udp,264,0,0
23884,0.040897,tcp,2974,33882,0
23885,0.001002,udp,130,162,0
23886,0.000002,udp,146,0,0
23887,0.056067,udp,528,304,0
23888,0.042513,tcp,7812,15762,0
23889,0.199645,tcp,3926,57982,0
23890,0.000992,udp,146,178,0
23891,0.040707,tcp,2854,31458,0
23892,0.010576,tcp,4040,2456,0
23893,0.000962,udp,146,178,0
23894,0.493055,tcp,320,1860,0
23895,5.011927,tcp,18890,1087890,0
23896,0.001055,udp,130,162,0
23897,0.143862,tcp,2974,33374,0
23898,10.269464,tcp,19306,1087890,0
23899,0.176641,tcp,8712,208,0
23900,0.213966,tcp,2974,33374,0
23901,0.004531,udp,568,320,0
23902,0.004497,udp,568,312,0
23903,0.004006,tcp,312,4056,0
23904,0.000925,udp,130,162,0
23905,0.008294,tcp,1920,4312,0
23906,10.025798,tcp,18162,1087890,0
23907,0.448678,tcp,7476,11015,0
23908,0.257418,tcp,320,1916,0
23909,0.001074,udp,146,178,0
23910,0.055809,tcp,2974,33882,0
23911,0.050517,tcp,1076,13788,0
23912,0.147122,tcp,2048,2410,0
23913,0.001027,udp,146,178,0
23914,0.004007,tcp,1028,822,0
23915,0.000003,udp,284,0,0
23916,0.142222,tcp,4862,80646,0
23917,0.021942,tcp,2542,20090,0
23918,0.056638,tcp,4238,65288,0
23919,0.046581,tcp,37172,3380,0
23920,0.056683,tcp,2854,31458,0
23921,0.008317,tcp,336,5570,0
23922,0.000986,udp,132,164,0
23923,0.018678,tcp,2438,20194,0
23924,1.31327,tcp,1684,10168,0
23925,1.566818,tcp,10752,354111,0
23926,0.088865,tcp,2334,16920,0
23927,1.265038,tcp,1580,10168,0
23928,0.015953,tcp,2438,20194,0
23929,3.498646,tcp,2610,2980,0
23930,0.028876,tcp,3926,57982,0
23931,0.031957,tcp,2974,33882,0
23932,0.011593,tcp,2230,14994,0
23933,0.073932,tcp,2334,16920,0
23934,0.162371,udp,568,320,0
23935,0.030907,tcp,2402,12554,0
23936,0.019446,tcp,1540,1644,0
23937,0.015728,tcp,2438,20194,0
23938,0.000007,udp,146,0,0
23939,0.080233,tcp,4550,67380,0
23940,0.001689,udp,528,304,0
23941,12.289506,tcp,37282,1641360,0
23942,0.000989,udp,146,178,0
23943,0.19753,tcp,104,52,0
23944,0.194099,udp,528,304,0
23945,0.000991,udp,130,162,0
23946,0.001102,udp,146,178,0
23947,0.280438,udp,568,312,0
23948,0.017994,tcp,2974,33374,0
23949,0.125441,tcp,1560,782,0
23950,0.051027,udp,536,304,0
23951,0.119692,tcp,4030,57982,0
23952,30.981691,arp,184,112,0
23953,0.036513,tcp,3390,41676,0
23954,0.004035,tcp,1028,822,0
23955,0.020144,tcp,728,19136,0
23956,0.07595,tcp,2958,31458,0
23957,0.059368,tcp,8928,424,0
23958,0.000999,udp,146,178,0
23959,0.001,udp,146,178,0
23960,0.024235,tcp,12168,572,0
23961,0.001014,udp,146,178,0
23962,0.39237,udp,568,320,0
23963,0.009744,tcp,3624,5578,0
23964,0.02694,tcp,2974,33882,0
23965,1.001867,tcp,7548,0,0
23966,0.001101,udp,146,178,0
23967,0.162569,tcp,4862,80646,0
23968,0.001102,udp,146,178,0
23969,0.009863,tcp,2334,16920,0
23970,30.981691,arp,184,112,0
23971,0.045841,tcp,1076,8622,0
23972,0.33634,tcp,424,8824,0
23973,0.073816,tcp,2974,33882,0
23974,1.122711,tcp,890,5668,0
23975,1.861765,tcp,2934,3742,0
23976,0.026496,tcp,2974,33882,0
23977,0.009199,tcp,460,3138,0
23978,0.001142,udp,146,178,0
23979,0.016953,tcp,2438,20194,0
23980,0.017848,tcp,1540,1644,0
23981,2.391909,tcp,1818,2582,0
23982,0.001026,udp,132,164,0
23983,0.55854,tcp,320,6164,0
23984,0.03702,tcp,2438,20194,0
23985,0.017322,tcp,2974,33374,0
23986,0.14987,tcp,4238,65288,0
23987,0.047777,tcp,320,1894,0
23988,1.012931,tcp,1684,10168,0
23989,0.346083,tcp,13246,548216,0
23990,0.011465,tcp,690,678,0
23991,0.001045,udp,146,178,0
23992,0.031216,tcp,2854,31458,0
23993,2.011926,tcp,2934,3742,0
23994,0.038641,tcp,2974,33882,0
23995,0.048241,tcp,10920,624,0
23996,0.389359,udp,568,312,0
23997,0.091069,tcp,4862,80646,0
23998,0.044169,tcp,342,2808,0
23999,0.146671,tcp,4862,80646,0
24000,0.040984,tcp,7814,15214,0
24001,0.001015,udp,130,162,0
24002,2.157465,tcp,8398,299725,0
24003,1.042266,tcp,1684,10168,0
24004,0.049428,tcp,2558,23532,0
24005,0.01351,tcp,1540,1644,0
24006,0.158932,tcp,4966,80646,0
24007,0.081626,tcp,2974,33882,0
24008,0.017837,tcp,1540,1644,0
24009,1.133305,tcp,10056,898,0
24010,1.880416,tcp,4560,3080,0
24011,0.017904,tcp,1540,1644,0
24012,0.173785,tcp,5712,208,0
24013,0.042487,tcp,37274,3380,0
24014,0.014648,tcp,2542,20090,0
24015,0.009131,tcp,2334,16920,0
24016,1.176766,tcp,1684,10168,0
24017,0.194717,tcp,4862,80646,0
24018,0.076205,tcp,994,8896,0
24019,0.454146,tcp,6250,217382,0
24020,0.006888,tcp,2048,2514,0
24021,0.9244,udp,568,320,0
24022,0.002906,tcp,320,1916,0
24023,0.104845,tcp,320,1894,0
24024,0.006549,tcp,2048,2410,0
24025,0.001077,udp,146,178,0
24026,0.000924,udp,146,178,0
24027,0.000988,udp,146,178,0
24028,2.669959,tcp,19722,1087890,0
24029,0.01234,tcp,2334,16920,0
24030,0.031265,tcp,2974,33882,0
24031,0.846663,tcp,2934,3742,0
24032,1.073414,tcp,1684,10168,0
24033,0.478499,tcp,37172,3380,0
24034,0.100932,tcp,2542,20194,0
24035,0.000962,udp,130,162,0
24036,0.187137,tcp,320,1894,0
24037,0.001491,udp,146,178,0
24038,0.223478,tcp,424,8824,0
24039,0.017861,tcp,2974,33374,0
24040,0.022877,tcp,2854,31458,0
24041,0.164152,udp,536,304,0
24042,0.001023,udp,146,178,0
24043,0.001549,tcp,732,496,0
24044,0.110259,tcp,2804,21610,0
24045,0.07194,tcp,2974,33882,0
24046,0.05528,tcp,2662,23532,0
24047,0.001043,udp,146,178,0
24048,0.010009,tcp,2334,16920,0
24049,0.001026,udp,146,178,0
24050,5.554164,tcp,2264,2740,0
24051,0.029709,tcp,2854,31458,0
24052,0.086688,tcp,528,8824,0
24053,0.019378,tcp,2542,20194,0
24054,0.023828,tcp,6785,844,0
24055,0.279348,tcp,12934,548216,0
24056,0.018932,tcp,2438,20194,0
24057,13.475057,tcp,37594,1641360,0
24058,0.075727,tcp,64602,3152,0
24059,0.044372,tcp,2974,33882,0
24060,0.000965,udp,146,178,0
24061,0.001165,udp,146,178,0
24062,0.007091,tcp,2048,2410,0
24063,0.270938,tcp,104,52,0
24064,0.008916,tcp,4040,2456,0
24065,1.247983,tcp,5072,3080,0
24066,0.008246,tcp,1920,4312,0
24067,0.000003,udp,264,0,0
24068,0.298587,tcp,37172,3172,0
24069,0.983236,tcp,4560,3080,0
24070,0.225385,tcp,8928,320,0
24071,0.000003,udp,264,0,0
24072,0.765319,udp,568,312,0
24073,1.198095,tcp,1684,10168,0
24074,0.000003,udp,264,0,0
24075,1.116056,tcp,1580,10168,0
24076,1.052433,tcp,1684,10168,0
24077,0.106364,tcp,4862,80646,0
24078,3.422466,tcp,22460,964703,0
24079,0.02909,tcp,2854,31458,0
24080,1.151439,tcp,1684,10168,0
24081,0.551175,udp,528,304,0
24082,0.378936,tcp,5904,197770,0
24083,0.033032,tcp,7810,16572,0
24084,0.156689,tcp,2854,31458,0
24085,0.019802,tcp,2438,20194,0
24086,0.068026,tcp,4550,67380,0
24087,0.009736,tcp,3728,5474,0
24088,0.004468,tcp,424,8824,0
24089,0.34305,tcp,5072,2976,0
24090,0.002638,udp,536,304,0
24091,0.010504,tcp,8928,320,0
24092,0.000959,udp,130,162,0
24093,0.499955,tcp,37274,3380,0
24094,0.003076,tcp,1168,740,0
24095,0.009519,tcp,1294,6596,0
24096,5.238174,tcp,25264,1094788,0
24097,1.013067,tcp,1684,10168,0
24098,0.000008,udp,178,0,0
24099,0.789839,tcp,2934,3742,0
24100,0.017268,tcp,2974,30670,0
24101,0.081715,tcp,2934,3740,0
24102,0.006522,tcp,2048,2410,0
24103,0.004582,udp,568,320,0
24104,0.000988,udp,146,178,0
24105,0.017861,tcp,2974,33374,0
24106,0.016667,tcp,2438,20194,0
24107,0.001009,udp,130,162,0
24108,0.001033,udp,130,162,0
24109,1.077922,tcp,1580,10168,0
24110,0.00105,udp,146,178,0
24111,0.002832,tcp,320,1894,0
24112,1.005693,tcp,1580,10168,0
24113,0.963309,tcp,7812,15762,0
24114,0.001096,udp,146,178,0
24115,0.151932,tcp,2974,33882,0
24116,0.16122,tcp,1920,4312,0
24117,3.125801,tcp,24344,29452,0
24118,0.011907,tcp,2230,14994,0
24119,0.000954,udp,130,162,0
24120,0.051301,tcp,37274,3276,0
24121,0.005593,udp,568,320,0
24122,0.029881,tcp,2974,33882,0
24123,0.002924,tcp,320,1860,0
24124,1.078967,tcp,1580,10168,0
24125,0.001046,udp,146,178,0
24126,0.004611,udp,568,312,0
24127,0.089726,tcp,3390,41676,0
24128,1.006286,tcp,1684,10168,0
24129,0.299524,tcp,424,8824,0
24130,0.001063,udp,130,162,0
24131,0.01818,tcp,9464,780,0
24132,0.001038,udp,146,178,0
24133,1.064111,tcp,1580,10168,0
24134,0.001611,udp,536,304,0
24135,0.001045,udp,130,162,0
24136,0.268649,tcp,4862,80646,0
24137,1.046334,tcp,1684,10168,0
24138,0.00178,udp,528,304,0
24139,0.035221,tcp,2230,14994,0
24140,0.023776,tcp,2934,3742,0
24141,5.819302,tcp,24848,1094788,0
24142,0.020691,tcp,37408,3380,0
24143,0.482686,tcp,37262,3380,0
24144,0.00525,tcp,4040,2456,0
24145,0.001014,udp,146,178,0
24146,0.465848,tcp,37262,3276,0
24147,1.708467,tcp,5072,3080,0
24148,0.000969,udp,130,162,0
24149,1.234093,tcp,5072,3080,0
24150,0.024171,tcp,2974,33882,0
24151,1.028659,tcp,1580,10168,0
24152,0.003916,tcp,8928,320,0
24153,0.372946,tcp,994,8896,0
24154,0.001075,udp,146,178,0
24155,0.015966,tcp,2438,20194,0
24156,0.738437,tcp,4560,3080,0
24157,0.000003,udp,178,0,0
24158,0.000986,udp,146,178,0
24159,0.540444,tcp,8928,320,0
24160,0.001035,udp,146,178,0
24161,0.003166,tcp,890,8896,0
24162,0.001041,udp,146,178,0
24163,0.001043,udp,146,178,0
24164,14.341997,tcp,34234,1507826,0
24165,0.001157,udp,146,178,0
24166,0.031918,tcp,2974,33882,0
24167,0.004853,tcp,4040,2456,0
24168,0.027885,tcp,2958,31354,0
24169,1.227751,tcp,11878,457062,0
24170,0.014959,tcp,2334,20298,0
24171,0.313565,tcp,8928,320,0
24172,0.027952,tcp,3926,57982,0
24173,0.225478,tcp,424,8824,0
24174,0.01466,tcp,2438,20298,0
24175,0.000979,udp,146,178,0
24176,0.124761,tcp,3926,57982,0
24177,0.026225,tcp,2974,33882,0
24178,0.007322,tcp,1920,4312,0
24179,0.152853,tcp,3926,57982,0
24180,0.00104,udp,146,178,0
24181,1.633594,tcp,6042,175382,0
24182,0.059869,tcp,4862,80646,0
24183,0.22201,tcp,4550,67380,0
24184,6.988985,tcp,36450,1641360,0
24185,0.001079,udp,146,178,0
24186,0.000004,udp,130,0,0
24187,0.004772,udp,568,312,0
24188,1.040797,tcp,1684,10168,0
24189,0.000971,udp,130,162,0
24190,0.001043,udp,146,178,0
24191,0.001814,udp,528,304,0
24192,2.869731,tcp,2934,3742,0
24193,0.046294,tcp,320,1916,0
24194,0.002087,tcp,1782,104,0
24195,0.000987,udp,130,162,0
24196,0.237098,tcp,4550,67380,0
24197,0.001592,udp,528,304,0
24198,0.004967,tcp,4552,2456,0
24199,0.001151,udp,146,178,0
24200,0.031868,tcp,2974,33882,0
24201,1.006919,tcp,1684,10168,0
24202,0.001011,udp,146,178,0
24203,0.001027,udp,130,162,0
24204,0.000931,udp,146,178,0
24205,0.126165,udp,528,304,0
24206,0.00287,tcp,320,1916,0
24207,0.001034,udp,132,164,0
24208,0.019281,tcp,2438,20194,0
24209,0.033797,tcp,7820,15676,0
24210,0.000932,udp,146,178,0
24211,0.018015,tcp,1540,1644,0
24212,0.046519,tcp,320,1894,0
24213,0.002589,udp,528,304,0
24214,0.000991,udp,146,178,0
24215,0.122656,tcp,3926,57982,0
24216,0.002395,udp,146,178,0
24217,0.018096,tcp,1540,1644,0
24218,0.001905,udp,528,304,0
24219,0.040317,tcp,7812,15762,0
24220,0.004737,udp,568,312,0
24221,0.240318,udp,568,312,0
24222,0.000962,udp,146,178,0
24223,0.001102,udp,146,178,0
24224,0.02763,tcp,1540,1644,0
24225,0.036075,udp,528,304,0
24226,0.101217,tcp,1920,4312,0
24227,0.000005,udp,250,0,0
24228,0.155108,udp,528,304,0
24229,0.375445,tcp,552,268,0
24230,1.005717,tcp,1580,10168,0
24231,0.351436,udp,568,312,0
24232,14.894038,tcp,38114,1641360,0
24233,0.000006,udp,1706,0,0
24234,0.01964,tcp,1540,1644,0
24235,0.052513,tcp,4134,56356,0
24236,0.114999,tcp,4550,67380,0
24237,1.126053,tcp,1684,10168,0
24238,0.652287,udp,568,312,0
24239,0.144511,tcp,1920,4312,0
24240,0.005301,udp,568,312,0
24241,0.019694,tcp,1540,1644,0
24242,1.049019,tcp,1684,10168,0
24243,0.05691,tcp,2974,33374,0
24244,0.054106,tcp,2974,33374,0
24245,0.0545,tcp,37262,3380,0
24246,1.010012,tcp,1580,10168,0
24247,0.001598,udp,528,304,0
24248,1.00585,tcp,1580,10168,0
24249,0.001054,udp,130,162,0
24250,0.00995,tcp,2334,16920,0
24251,0.009967,tcp,2334,16920,0
24252,0.224411,tcp,424,8824,0
24253,0.015318,tcp,5928,8010,0
24254,0.326355,tcp,1920,4312,0
24255,0.001007,udp,146,178,0
24256,1.397236,tcp,37134,2598,0
24257,0.187764,tcp,37408,3276,0
24258,0.11124,tcp,2974,33882,0
24259,0.001133,udp,146,178,0
24260,0.021102,tcp,2974,33882,0
24261,1.007119,tcp,1580,10168,0
24262,0.014837,tcp,1540,1644,0
24263,0.005062,tcp,3824,2456,0
24264,0.22339,tcp,8928,320,0
24265,0.014939,tcp,2438,20194,0
24266,0.001041,udp,146,178,0
24267,1.005845,tcp,1580,10168,0
24268,0.156395,tcp,3002,21610,0
24269,0.007645,udp,568,312,0
24270,0.001091,udp,146,178,0
24271,0.11288,tcp,2974,33374,0
24272,0.038967,tcp,2958,31458,0
24273,16.068567,tcp,38322,1641360,0
24274,0.494936,tcp,7814,15214,0
24275,0.001034,udp,130,162,0
24276,0.037859,tcp,2334,16920,0
24277,0.001037,udp,146,178,0
24278,0.094969,tcp,2542,20194,0
24279,0.385521,tcp,526,268,0
24280,3.178732,tcp,19410,1087890,0
24281,0.004105,tcp,1028,822,0
24282,0.00485,udp,568,312,0
24283,0.004948,tcp,4552,2456,0
24284,59.811649,tcp,15860,998496,0
24285,5.212825,tcp,24848,1094788,0
24286,0.117047,tcp,2974,33374,0
24287,0,arp,46,0,0
24288,1.350958,tcp,7814,15068,0
24289,0.126063,tcp,2438,16920,0
24290,1.023569,tcp,24448,29348,0
24291,0.041911,tcp,2854,31458,0
24292,0.001001,udp,146,178,0
24293,1.083139,tcp,37172,3276,0
24294,0.014843,tcp,2438,20194,0
24295,1.007846,tcp,1684,10168,0
24296,0.017931,tcp,3078,33270,0
24297,0.129792,tcp,4862,80646,0
24298,0.010933,tcp,2334,16920,0
24299,0.003109,udp,528,304,0
24300,0.001075,udp,146,178,0
24301,16.515686,tcp,34546,1507780,0
24302,0.029562,tcp,1540,1644,0
24303,0.207832,tcp,3926,57982,0
24304,0.113876,tcp,2438,20194,0
24305,0.070002,tcp,2854,31458,0
24306,0.772375,tcp,4464,3080,0
24307,0.012519,tcp,2334,16920,0
24308,0.111164,udp,568,304,0
24309,0.017938,tcp,2974,33374,0
24310,0.001019,udp,130,162,0
24311,0.044064,tcp,4550,67380,0
24312,0.161245,tcp,4862,80646,0
24313,0.001084,udp,146,178,0
24314,0.045032,tcp,4654,67380,0
24315,0.061099,udp,536,304,0
24316,0.001013,udp,130,162,0
24317,0.001059,udp,146,178,0
24318,7.115918,tcp,24344,29348,0
24319,0.000944,udp,146,178,0
24320,0.001623,udp,528,304,0
24321,0.052695,tcp,37262,3380,0
24322,0.158075,tcp,4862,80646,0
24323,0.001073,udp,146,178,0
24324,0.001023,udp,130,162,0
24325,0.00106,udp,146,178,0
24326,0.573486,tcp,12414,530216,0
24327,0.431254,udp,568,304,0
24328,0.004361,udp,568,312,0
24329,0.000996,udp,146,178,0
24330,35.292564,arp,56,92,0
24331,0.004832,tcp,4552,2456,0
24332,0.305093,udp,568,312,0
24333,0.019803,tcp,2974,33374,0
24334,0.124843,tcp,37262,3380,0
24335,0.223433,tcp,2048,2410,0
24336,0.076838,tcp,3078,33374,0
24337,0.00103,udp,146,178,0
24338,0.001046,udp,146,178,0
24339,0.001043,udp,130,162,0
24340,0.001063,udp,146,178,0
24341,0.000942,udp,146,178,0
24342,1.069867,tcp,1684,10168,0
24343,1.122282,tcp,1684,10168,0
24344,57.38549,tcp,16336,1017286,0
24345,0.006635,tcp,4040,2456,0
24346,0.023626,tcp,2438,20194,0
24347,0.434017,tcp,12726,548216,0
24348,0.388068,tcp,5072,3080,0
24349,0.040024,tcp,3926,57982,0
24350,0.565105,tcp,2934,3742,0
24351,0.8185,tcp,4464,3080,0
24352,0.005323,udp,568,320,0
24353,0,arp,46,0,0
24354,32.032276,tcp,18630,1057900,0
24355,0.007163,tcp,2048,2410,0
24356,1.158886,tcp,1684,10168,0
24357,0.001788,udp,528,304,0
24358,0.012794,tcp,2334,16920,0
24359,1.082774,tcp,1684,10168,0
24360,0.669759,tcp,5834,202382,0
24361,0.047001,tcp,2974,33882,0
24362,0.001039,udp,146,178,0
24363,0.039883,tcp,2334,16920,0
24364,0.006146,tcp,1920,4312,0
24365,0.025953,tcp,2974,33374,0
24366,0.15197,tcp,320,1894,0
24367,0.05284,tcp,37408,3380,0
24368,0.414271,tcp,4400,3080,0
24369,0.001018,udp,146,178,0
24370,1.008008,tcp,1684,10168,0
24371,0.016682,tcp,2334,16920,0
24372,0.02201,tcp,2974,33374,0
24373,0.007353,tcp,1920,4416,0
24374,0.01829,tcp,2974,33374,0
24375,0.001018,udp,146,178,0
24376,0.001019,udp,146,178,0
24377,0.009911,tcp,2334,16920,0
24378,0.040923,tcp,2974,33986,0
24379,0.024382,tcp,1994,9960,0
24380,0.177063,tcp,3926,57982,0
24381,0.339811,tcp,37172,3380,0
24382,0.001018,udp,146,178,0
24383,0.301222,udp,536,304,0
24384,1.005856,tcp,1580,10168,0
24385,0.167779,tcp,37172,3380,0
24386,0.001112,udp,146,178,0
24387,0.433789,tcp,37274,3380,0
24388,1.007953,tcp,1684,10168,0
24389,1.533787,tcp,5928,8010,0
24390,0,arp,46,0,0
24391,0.001028,udp,146,178,0
24392,0.022353,tcp,2974,33374,0
24393,0.036675,tcp,7818,15172,0
24394,0.026754,tcp,2974,33882,0
24395,0.004913,tcp,520,11024,0
24396,0,arp,46,0,0
24397,0.224221,tcp,424,8824,0
24398,0.001102,udp,146,178,0
24399,0.019006,tcp,2974,33374,0
24400,1.0093,tcp,3904,3080,0
24401,0.001055,udp,146,178,0
24402,1.076855,tcp,7812,15762,0
24403,1.280849,tcp,2934,3742,0
24404,0.001127,udp,130,162,0
24405,0.001605,udp,528,304,0
24406,1.328333,tcp,4464,3080,0
24407,0.178222,tcp,2048,2410,0
24408,0.065561,tcp,4862,80646,0
24409,0.30517,tcp,2898,21610,0
24410,0.004658,tcp,8928,320,0
24411,0.00632,tcp,2048,2410,0
24412,0.001103,udp,146,178,0
24413,0.301104,tcp,4240,2976,0
24414,0.795855,tcp,7820,15676,0
24415,0.025847,tcp,2974,33882,0
24416,0.001044,udp,146,178,0
24417,6.419676,tcp,25264,1094788,0
24418,0.001085,udp,146,178,0
24419,0.000964,udp,146,178,0
24420,0.037675,tcp,3926,57982,0
24421,0.001069,udp,146,178,0
24422,0.224127,tcp,8928,320,0
24423,0.004934,tcp,424,8824,0
24424,40.02314,tcp,16966,946900,0
24425,0.001058,udp,146,178,0
24426,0.315814,tcp,37172,3380,0
24427,0.007067,tcp,2024,4312,0
24428,5.808687,tcp,25680,1094788,0
24429,0.383384,tcp,4560,3080,0
24430,0.377592,tcp,4400,3080,0
24431,0.711738,tcp,5108,144478,0
24432,0.021646,tcp,1540,1644,0
24433,0.004529,udp,568,312,0
24434,0.001077,udp,146,178,0
24435,1.04573,tcp,2934,3742,0
24436,0.013351,udp,568,320,0
24437,0.696729,tcp,5008,3080,0
